recommendation_id,building_id,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity
REC_1383,BLDG_20868,Solar Panel Installation,299800.0,19900.0,15.07,23.36,Low,Medium
REC_1384,BLDG_21601,Building Automation System,35500.0,17800.0,1.99,15.55,Critical,Medium
REC_1385,BLDG_50038,Building Automation System,17900.0,2900.0,6.17,15.63,High,Medium
REC_1386,BLDG_49775,Water Efficiency Upgrade,15000.0,3100.0,4.84,3.81,High,Low
REC_1387,BLDG_629,Building Automation System,25400.0,5700.0,4.46,10.4,High,Medium
REC_1388,BLDG_23958,Deep Energy Retrofit,147300.0,32300.0,4.56,45.6,Critical,High
REC_1389,BLDG_19931,Solar Panel Installation,324600.0,21700.0,14.96,24.04,Low,Medium
REC_1390,BLDG_50921,LED Lighting Retrofit,13500.0,8700.0,1.55,10.69,Critical,Low
REC_1391,BLDG_25541,HVAC Upgrade,70600.0,12400.0,5.69,20.98,Critical,Medium
REC_1392,BLDG_624,Solar Panel Installation,192400.0,12100.0,15.9,16.86,Low,Medium
REC_1393,BLDG_595,Water Efficiency Upgrade,13700.0,3400.0,4.03,3.89,High,Low
REC_1394,BLDG_20585,LED Lighting Retrofit,11400.0,6400.0,1.78,9.11,Critical,Low
REC_1395,BLDG_626,Solar Panel Installation,130000.0,7600.0,17.11,19.69,Low,Medium
REC_1396,BLDG_50344,Building Automation System,21700.0,8800.0,2.47,15.13,Critical,Medium
REC_1397,BLDG_27363,HVAC Upgrade,53900.0,8200.0,6.57,25.65,High,Medium
REC_1398,BLDG_20837,Solar Panel Installation,245400.0,16000.0,15.34,15.34,Low,Medium
REC_1399,BLDG_50929,Building Automation System,74900.0,33800.0,2.22,11.58,Critical,Medium
REC_1400,BLDG_24356,Solar Panel Installation,88200.0,4600.0,19.17,26.96,Low,Medium
REC_1401,BLDG_609,Water Efficiency Upgrade,18200.0,5000.0,3.64,2.11,Critical,Low
REC_1402,BLDG_25196,Water Efficiency Upgrade,10400.0,4500.0,2.31,4.75,Critical,Low
REC_1403,BLDG_21539,Solar Panel Installation,105400.0,5800.0,18.17,19.26,Low,Medium
REC_1404,BLDG_215,Solar Panel Installation,147800.0,8900.0,16.61,15.96,Low,Medium
REC_1405,BLDG_50499,Building Automation System,21400.0,4700.0,4.55,10.08,High,Medium
REC_1406,BLDG_25708,HVAC Upgrade,64100.0,19100.0,3.36,18.2,Critical,Medium
REC_1407,BLDG_50874,Building Automation System,68000.0,35400.0,1.92,14.41,Critical,Medium
REC_1408,BLDG_21731,LED Lighting Retrofit,25200.0,12700.0,1.98,11.08,Critical,Low
REC_1409,BLDG_23,Solar Panel Installation,525000.0,36200.0,14.5,15.43,Low,Medium
REC_1410,BLDG_21424,HVAC Upgrade,48700.0,6500.0,7.49,20.87,High,Medium
REC_1411,BLDG_21179,HVAC Upgrade,51600.0,12300.0,4.2,22.56,Critical,Medium
REC_1412,BLDG_334,Solar Panel Installation,525000.0,36200.0,14.5,20.09,Low,Medium
REC_1413,BLDG_19848,Solar Panel Installation,91600.0,4800.0,19.08,17.2,Low,Medium
REC_1414,BLDG_50638,Solar Panel Installation,199400.0,12600.0,15.83,18.72,Low,Medium
REC_1415,BLDG_832,Solar Panel Installation,145400.0,8700.0,16.71,24.63,Low,Medium
REC_1416,BLDG_19895,HVAC Upgrade,78900.0,17400.0,4.53,24.86,Critical,Medium
REC_1417,BLDG_23782,Water Efficiency Upgrade,10100.0,4000.0,2.52,3.16,Critical,Low
REC_1418,BLDG_24191,Solar Panel Installation,137600.0,8200.0,16.78,23.0,Low,Medium
REC_1419,BLDG_50192,Solar Panel Installation,525000.0,36200.0,14.5,20.51,Low,Medium
REC_1420,BLDG_43,HVAC Upgrade,2953200.0,3452600.0,0.86,19.01,Critical,Medium
REC_1421,BLDG_24250,HVAC Upgrade,44700.0,6600.0,6.77,25.02,High,Medium
REC_1422,BLDG_24921,Building Automation System,25300.0,7800.0,3.24,13.0,Critical,Medium
REC_1423,BLDG_25354,Solar Panel Installation,280200.0,18500.0,15.15,21.13,Low,Medium
REC_1424,BLDG_774,Solar Panel Installation,328400.0,22000.0,14.93,23.33,Low,Medium
REC_1425,BLDG_26204,Water Efficiency Upgrade,10100.0,4600.0,2.2,4.22,Critical,Low
REC_1426,BLDG_50033,Solar Panel Installation,134400.0,7900.0,17.01,15.03,Low,Medium
REC_1427,BLDG_50174,Water Efficiency Upgrade,19800.0,12700.0,1.56,3.13,Critical,Low
REC_1428,BLDG_19845,Solar Panel Installation,65000.0,2900.0,22.41,23.33,Low,Medium
REC_1429,BLDG_26728,Insulation Improvement,31100.0,17900.0,1.74,12.74,Critical,Medium
REC_1430,BLDG_27684,Building Automation System,28600.0,7600.0,3.76,14.66,Critical,Medium
REC_1431,BLDG_25054,Solar Panel Installation,186000.0,11700.0,15.9,20.06,Low,Medium
REC_1432,BLDG_24102,HVAC Upgrade,44800.0,10200.0,4.39,20.35,Critical,Medium
REC_1433,BLDG_19956,LED Lighting Retrofit,20300.0,23800.0,0.85,10.77,Critical,Low
REC_1434,BLDG_459,Water Efficiency Upgrade,20000.0,5600.0,3.57,4.95,Critical,Low
REC_1435,BLDG_50668,Building Automation System,28800.0,24300.0,1.19,15.82,Critical,Medium
REC_1436,BLDG_22511,Water Efficiency Upgrade,14200.0,5200.0,2.73,2.48,Critical,Low
REC_1437,BLDG_21651,Insulation Improvement,100600.0,45000.0,2.24,12.8,Critical,Medium
REC_1438,BLDG_15,Solar Panel Installation,229200.0,14800.0,15.49,23.69,Low,Medium
REC_1439,BLDG_25679,Insulation Improvement,33300.0,11100.0,3.0,17.92,Critical,Medium
REC_1440,BLDG_639,Solar Panel Installation,105800.0,5900.0,17.93,22.07,Low,Medium
REC_1441,BLDG_23730,LED Lighting Retrofit,16200.0,3300.0,4.91,11.93,High,Low
REC_1442,BLDG_19459,Building Automation System,18500.0,4800.0,3.85,11.91,Critical,Medium
REC_1443,BLDG_24862,Building Automation System,19500.0,8700.0,2.24,11.01,Critical,Medium
REC_1444,BLDG_266,Water Efficiency Upgrade,13400.0,7000.0,1.91,2.64,Critical,Low
REC_1445,BLDG_25184,LED Lighting Retrofit,9000.0,6200.0,1.45,11.52,Critical,Low
REC_1446,BLDG_341,Solar Panel Installation,525000.0,36200.0,14.5,19.1,Low,Medium
REC_1447,BLDG_294,LED Lighting Retrofit,33100.0,9200.0,3.6,9.81,Critical,Low
REC_1448,BLDG_50716,Building Automation System,32700.0,13500.0,2.42,11.77,Critical,Medium
REC_1449,BLDG_274,Solar Panel Installation,125600.0,7300.0,17.21,26.31,Low,Medium
REC_1450,BLDG_23173,Water Efficiency Upgrade,7900.0,3300.0,2.39,4.97,Critical,Low
REC_1451,BLDG_27799,LED Lighting Retrofit,33700.0,28800.0,1.17,8.89,Critical,Low
REC_1452,BLDG_21662,Insulation Improvement,22700.0,3900.0,5.82,14.85,Critical,Medium
REC_1453,BLDG_25127,Building Automation System,19700.0,3800.0,5.18,14.33,High,Medium
REC_1454,BLDG_286,Solar Panel Installation,384000.0,26000.0,14.77,23.68,Low,Medium
REC_1455,BLDG_50763,LED Lighting Retrofit,12400.0,500.0,24.8,10.91,Low,Low
REC_1456,BLDG_27107,LED Lighting Retrofit,33600.0,7100.0,4.73,8.17,High,Low
REC_1457,BLDG_24494,LED Lighting Retrofit,29800.0,15600.0,1.91,10.18,Critical,Low
REC_1458,BLDG_20815,Solar Panel Installation,65000.0,2900.0,22.41,23.25,Low,Medium
REC_1459,BLDG_26842,Water Efficiency Upgrade,8200.0,3000.0,2.73,3.58,Critical,Low
REC_1460,BLDG_49779,Solar Panel Installation,76200.0,3700.0,20.59,23.75,Low,Medium
REC_1461,BLDG_26922,Building Automation System,20700.0,8200.0,2.52,11.03,Critical,Medium
REC_1462,BLDG_20447,Building Automation System,17900.0,9800.0,1.83,15.18,Critical,Medium
REC_1463,BLDG_25426,Solar Panel Installation,86800.0,4500.0,19.29,16.65,Low,Medium
REC_1464,BLDG_50882,Solar Panel Installation,525000.0,36200.0,14.5,18.32,Low,Medium
REC_1465,BLDG_25914,LED Lighting Retrofit,15500.0,80400.0,0.19,11.06,Critical,Low
REC_1466,BLDG_20132,Window Replacement,51600.0,2900.0,17.79,12.63,Low,Medium
REC_1467,BLDG_50014,Solar Panel Installation,525000.0,36200.0,14.5,17.19,Low,Medium
REC_1468,BLDG_21488,Building Automation System,37700.0,10600.0,3.56,11.73,Critical,Medium
REC_1469,BLDG_27302,Solar Panel Installation,84000.0,4300.0,19.53,24.79,Low,Medium
REC_1470,BLDG_26738,Building Automation System,18100.0,4900.0,3.69,11.48,Critical,Medium
REC_1471,BLDG_27683,Water Efficiency Upgrade,10700.0,4800.0,2.23,2.25,Critical,Low
REC_1472,BLDG_446,LED Lighting Retrofit,19500.0,9400.0,2.07,10.25,Critical,Low
REC_1473,BLDG_21049,Water Efficiency Upgrade,8000.0,2600.0,3.08,3.25,Critical,Low
REC_1474,BLDG_49946,Building Automation System,23400.0,29500.0,0.79,13.26,Critical,Medium
REC_1475,BLDG_24363,HVAC Upgrade,45300.0,13800.0,3.28,18.04,Critical,Medium
REC_1476,BLDG_26761,HVAC Upgrade,79500.0,13000.0,6.12,18.97,High,Medium
REC_1477,BLDG_21134,LED Lighting Retrofit,66000.0,19800.0,3.33,9.09,Critical,Low
REC_1478,BLDG_50776,Building Automation System,18500.0,8500.0,2.18,14.82,Critical,Medium
REC_1479,BLDG_25513,Water Efficiency Upgrade,7900.0,1800.0,4.39,3.35,High,Low
REC_1480,BLDG_49920,Solar Panel Installation,525000.0,36200.0,14.5,22.79,Low,Medium
REC_1481,BLDG_50313,Building Automation System,34900.0,17500.0,1.99,14.36,Critical,Medium
REC_1482,BLDG_23689,Deep Energy Retrofit,161700.0,701200.0,0.23,46.3,Critical,High
REC_1483,BLDG_25898,Water Efficiency Upgrade,11800.0,5900.0,2.0,4.96,Critical,Low
REC_1484,BLDG_25000,Solar Panel Installation,65000.0,2900.0,22.41,17.04,Low,Medium
REC_1485,BLDG_23815,Solar Panel Installation,141000.0,8400.0,16.79,25.82,Low,Medium
REC_1486,BLDG_568,Solar Panel Installation,456800.0,31300.0,14.59,28.0,Low,Medium
REC_1487,BLDG_169,Solar Panel Installation,411200.0,28000.0,14.69,21.57,Low,Medium
REC_1488,BLDG_20724,Building Automation System,18100.0,7300.0,2.48,15.22,Critical,Medium
REC_1489,BLDG_22440,Water Efficiency Upgrade,8200.0,1100.0,7.45,3.33,Medium,Low
REC_1490,BLDG_803,Solar Panel Installation,138600.0,8200.0,16.9,17.01,Low,Medium
REC_1491,BLDG_20087,Window Replacement,92500.0,6600.0,14.02,13.96,Low,Medium
REC_1492,BLDG_27252,Water Efficiency Upgrade,25900.0,17900.0,1.45,2.24,Critical,Low
REC_1493,BLDG_28014,LED Lighting Retrofit,13000.0,5600.0,2.32,8.88,Critical,Low
REC_1494,BLDG_28033,Solar Panel Installation,65000.0,2900.0,22.41,18.66,Low,Medium
REC_1495,BLDG_19787,Insulation Improvement,23000.0,3900.0,5.9,14.85,High,Medium
REC_1496,BLDG_50262,Solar Panel Installation,452400.0,31000.0,14.59,26.28,Low,Medium
REC_1497,BLDG_50096,Solar Panel Installation,525000.0,36200.0,14.5,19.33,Low,Medium
REC_1498,BLDG_22340,LED Lighting Retrofit,8700.0,1400.0,6.21,9.28,High,Low
REC_1499,BLDG_27903,Deep Energy Retrofit,290900.0,48200.0,6.04,32.1,High,High
REC_1500,BLDG_703,Window Replacement,317500.0,45500.0,6.98,13.33,High,Medium
REC_1501,BLDG_23457,Solar Panel Installation,65000.0,2900.0,22.41,25.22,Low,Medium
REC_1502,BLDG_26393,LED Lighting Retrofit,12500.0,10400.0,1.2,10.3,Critical,Low
REC_1503,BLDG_50294,LED Lighting Retrofit,450800.0,349900.0,1.29,8.47,Critical,Low
REC_1504,BLDG_427,Building Automation System,140000.0,71200.0,1.97,12.55,Critical,Medium
REC_1505,BLDG_20764,Window Replacement,148400.0,14900.0,9.96,12.66,Medium,Medium
REC_1506,BLDG_50298,HVAC Upgrade,657500.0,360700.0,1.82,23.93,Critical,Medium
REC_1507,BLDG_19881,Water Efficiency Upgrade,16500.0,10000.0,1.65,4.53,Critical,Low
REC_1508,BLDG_25160,Solar Panel Installation,120200.0,6900.0,17.42,26.07,Low,Medium
REC_1509,BLDG_21520,LED Lighting Retrofit,18300.0,7900.0,2.32,11.48,Critical,Low
REC_1510,BLDG_767,Solar Panel Installation,416400.0,28400.0,14.66,18.46,Low,Medium
REC_1511,BLDG_50366,Building Automation System,50200.0,48000.0,1.05,10.78,Critical,Medium
REC_1512,BLDG_714,Solar Panel Installation,347200.0,23400.0,14.84,15.91,Low,Medium
REC_1513,BLDG_26667,HVAC Upgrade,45600.0,12000.0,3.8,23.51,Critical,Medium
REC_1514,BLDG_783,Deep Energy Retrofit,322000.0,73400.0,4.39,37.13,High,High
REC_1515,BLDG_415,Solar Panel Installation,525000.0,36200.0,14.5,21.9,Low,Medium
REC_1516,BLDG_22150,Building Automation System,27000.0,12100.0,2.23,11.25,Critical,Medium
REC_1517,BLDG_20130,LED Lighting Retrofit,9700.0,2900.0,3.34,11.04,Critical,Low
REC_1518,BLDG_19860,HVAC Upgrade,53900.0,10600.0,5.08,25.34,Critical,Medium
REC_1519,BLDG_27387,Building Automation System,17600.0,3000.0,5.87,14.35,High,Medium
REC_1520,BLDG_29788,LED Lighting Retrofit,18100.0,17500.0,1.03,9.4,Critical,Low
REC_1521,BLDG_19462,Insulation Improvement,40700.0,11400.0,3.57,12.75,Critical,Medium
REC_1522,BLDG_22395,Window Replacement,67900.0,4600.0,14.76,10.88,Low,Medium
REC_1523,BLDG_430,Window Replacement,109700.0,17900.0,6.13,11.14,High,Medium
REC_1524,BLDG_19766,Solar Panel Installation,65000.0,2900.0,22.41,20.12,Low,Medium
REC_1525,BLDG_27574,Water Efficiency Upgrade,7800.0,3000.0,2.6,3.66,Critical,Low
REC_1526,BLDG_20720,Insulation Improvement,36400.0,5300.0,6.87,13.21,High,Medium
REC_1527,BLDG_21112,Water Efficiency Upgrade,20400.0,12600.0,1.62,4.36,Critical,Low
REC_1528,BLDG_50871,LED Lighting Retrofit,10200.0,25100.0,0.41,8.03,Critical,Low
REC_1529,BLDG_23167,Solar Panel Installation,84400.0,4300.0,19.63,15.73,Low,Medium
REC_1530,BLDG_23164,LED Lighting Retrofit,22700.0,11500.0,1.97,9.7,Critical,Low
REC_1531,BLDG_27359,LED Lighting Retrofit,27600.0,12200.0,2.26,11.56,Critical,Low
REC_1532,BLDG_24911,LED Lighting Retrofit,13000.0,6400.0,2.03,8.96,Critical,Low
REC_1533,BLDG_50153,LED Lighting Retrofit,42000.0,18700.0,2.25,11.63,Critical,Low
REC_1534,BLDG_26948,LED Lighting Retrofit,9800.0,1800.0,5.44,9.24,High,Low
REC_1535,BLDG_24179,Water Efficiency Upgrade,15500.0,8700.0,1.78,2.34,Critical,Low
REC_1536,BLDG_24492,HVAC Upgrade,133100.0,34800.0,3.82,18.61,Critical,Medium
REC_1537,BLDG_205,Solar Panel Installation,348800.0,23500.0,14.84,22.09,Low,Medium
REC_1538,BLDG_50742,Solar Panel Installation,185800.0,11700.0,15.88,21.89,Low,Medium
REC_1539,BLDG_50682,Deep Energy Retrofit,165000.0,23500.0,7.02,47.52,High,High
REC_1540,BLDG_35,Solar Panel Installation,116200.0,6600.0,17.61,15.7,Low,Medium
REC_1541,BLDG_49791,Solar Panel Installation,93600.0,5000.0,18.72,21.04,Low,Medium
REC_1542,BLDG_26004,LED Lighting Retrofit,12300.0,2400.0,5.12,11.89,High,Low
REC_1543,BLDG_26152,LED Lighting Retrofit,10000.0,9300.0,1.08,11.66,Critical,Low
REC_1544,BLDG_24161,Solar Panel Installation,65000.0,2900.0,22.41,22.24,Low,Medium
REC_1545,BLDG_26075,LED Lighting Retrofit,10900.0,5800.0,1.88,10.37,Critical,Low
REC_1546,BLDG_26849,Solar Panel Installation,65000.0,2900.0,22.41,24.79,Low,Medium
REC_1547,BLDG_20565,Window Replacement,58500.0,30500.0,1.92,12.16,Critical,Medium
REC_1548,BLDG_27924,LED Lighting Retrofit,13200.0,6100.0,2.16,9.14,Critical,Low
REC_1549,BLDG_21735,Solar Panel Installation,374400.0,25300.0,14.8,26.36,Low,Medium
REC_1550,BLDG_792,LED Lighting Retrofit,29200.0,37600.0,0.78,11.92,Critical,Low
REC_1551,BLDG_21476,Solar Panel Installation,525000.0,36200.0,14.5,24.04,Low,Medium
REC_1552,BLDG_22519,HVAC Upgrade,62600.0,68100.0,0.92,19.24,Critical,Medium
REC_1553,BLDG_359,Insulation Improvement,147700.0,52100.0,2.83,14.26,Critical,Medium
REC_1554,BLDG_50261,Solar Panel Installation,197400.0,12500.0,15.79,21.04,Low,Medium
REC_1555,BLDG_21483,Insulation Improvement,36500.0,10200.0,3.58,17.41,Critical,Medium
REC_1556,BLDG_40348,HVAC Upgrade,219200.0,104600.0,2.1,19.99,Critical,Medium
REC_1557,BLDG_26281,Water Efficiency Upgrade,9500.0,4500.0,2.11,4.33,Critical,Low
REC_1558,BLDG_24643,Water Efficiency Upgrade,22100.0,12600.0,1.75,4.91,Critical,Low
REC_1559,BLDG_50770,LED Lighting Retrofit,18600.0,7500.0,2.48,11.81,Critical,Low
REC_1560,BLDG_25789,Building Automation System,17100.0,3200.0,5.34,10.13,High,Medium
REC_1561,BLDG_50933,Water Efficiency Upgrade,23400.0,13700.0,1.71,4.75,Critical,Low
REC_1562,BLDG_50090,Water Efficiency Upgrade,15500.0,8500.0,1.82,3.96,Critical,Low
REC_1563,BLDG_25643,Building Automation System,41600.0,6200.0,6.71,10.74,High,Medium
REC_1564,BLDG_24397,LED Lighting Retrofit,13100.0,4800.0,2.73,8.35,Critical,Low
REC_1565,BLDG_24623,Solar Panel Installation,239400.0,15500.0,15.45,21.77,Low,Medium
REC_1566,BLDG_27699,Water Efficiency Upgrade,12100.0,5900.0,2.05,2.34,Critical,Low
REC_1567,BLDG_398,HVAC Upgrade,522900.0,77500.0,6.75,23.88,High,Medium
REC_1568,BLDG_19662,LED Lighting Retrofit,19500.0,21300.0,0.92,11.96,Critical,Low
REC_1569,BLDG_27738,Water Efficiency Upgrade,8500.0,3400.0,2.5,2.13,Critical,Low
REC_1570,BLDG_185,Solar Panel Installation,340600.0,22900.0,14.87,27.37,Low,Medium
REC_1571,BLDG_21129,Building Automation System,16200.0,7100.0,2.28,15.29,Critical,Medium
REC_1572,BLDG_22223,Building Automation System,21400.0,11600.0,1.84,13.86,Critical,Medium
REC_1573,BLDG_21535,HVAC Upgrade,70900.0,25300.0,2.8,21.39,Critical,Medium
REC_1574,BLDG_50743,Solar Panel Installation,390600.0,26500.0,14.74,19.57,Low,Medium
REC_1575,BLDG_50083,Solar Panel Installation,259400.0,17000.0,15.26,17.43,Low,Medium
REC_1576,BLDG_21145,Deep Energy Retrofit,209500.0,41900.0,5.0,45.08,Critical,High
REC_1577,BLDG_771,Solar Panel Installation,237000.0,15400.0,15.39,21.01,Low,Medium
REC_1578,BLDG_21674,LED Lighting Retrofit,9200.0,4900.0,1.88,9.52,Critical,Low
REC_1579,BLDG_27095,Solar Panel Installation,74000.0,3600.0,20.56,18.5,Low,Medium
REC_1580,BLDG_27985,Solar Panel Installation,70400.0,3300.0,21.33,23.59,Low,Medium
REC_1581,BLDG_20675,Water Efficiency Upgrade,14700.0,7600.0,1.93,2.55,Critical,Low
REC_1582,BLDG_21266,LED Lighting Retrofit,13700.0,7600.0,1.8,8.85,Critical,Low
REC_1583,BLDG_20523,Solar Panel Installation,65000.0,2900.0,22.41,24.13,Low,Medium
REC_1584,BLDG_52010,Building Automation System,41200.0,9900.0,4.16,15.59,High,Medium
REC_1585,BLDG_23579,Building Automation System,17000.0,7900.0,2.15,12.8,Critical,Medium
REC_1586,BLDG_623,Water Efficiency Upgrade,20700.0,7200.0,2.88,2.01,Critical,Low
REC_1587,BLDG_437,Solar Panel Installation,379600.0,25700.0,14.77,23.92,Low,Medium
REC_1588,BLDG_25737,HVAC Upgrade,152900.0,48300.0,3.17,25.74,Critical,Medium
REC_1589,BLDG_50093,Building Automation System,39100.0,12800.0,3.05,10.72,Critical,Medium
REC_1590,BLDG_21549,Deep Energy Retrofit,204500.0,171100.0,1.2,45.1,Critical,High
REC_1591,BLDG_26061,LED Lighting Retrofit,13300.0,2200.0,6.05,11.0,High,Low
REC_1592,BLDG_21480,Water Efficiency Upgrade,9700.0,4500.0,2.16,3.2,Critical,Low
REC_1593,BLDG_257,Insulation Improvement,63700.0,7400.0,8.61,17.85,High,Medium
REC_1594,BLDG_21570,Building Automation System,39300.0,15100.0,2.6,15.4,Critical,Medium
REC_1595,BLDG_50193,HVAC Upgrade,83700.0,23400.0,3.58,18.86,Critical,Medium
REC_1596,BLDG_26740,Water Efficiency Upgrade,15400.0,8600.0,1.79,3.93,Critical,Low
REC_1597,BLDG_408,Solar Panel Installation,201400.0,12800.0,15.73,18.66,Low,Medium
REC_1598,BLDG_27274,Solar Panel Installation,74800.0,3600.0,20.78,24.65,Low,Medium
REC_1599,BLDG_29448,Solar Panel Installation,124000.0,7200.0,17.22,19.52,Low,Medium
REC_1600,BLDG_23495,Insulation Improvement,58900.0,3300.0,17.85,17.75,Low,Medium
REC_1601,BLDG_19749,LED Lighting Retrofit,43700.0,18100.0,2.41,11.03,Critical,Low
REC_1602,BLDG_21565,Deep Energy Retrofit,276300.0,25700.0,10.75,33.99,Medium,High
REC_1603,BLDG_21660,Building Automation System,16700.0,4300.0,3.88,10.2,Critical,Medium
REC_1604,BLDG_573,Solar Panel Installation,217800.0,14000.0,15.56,23.94,Low,Medium
REC_1605,BLDG_21787,Building Automation System,21200.0,4100.0,5.17,14.09,High,Medium
REC_1606,BLDG_25531,Building Automation System,24500.0,5600.0,4.38,15.82,High,Medium
REC_1607,BLDG_23419,Window Replacement,51400.0,10600.0,4.85,10.04,High,Medium
REC_1608,BLDG_49728,Solar Panel Installation,525000.0,36200.0,14.5,18.0,Low,Medium
REC_1609,BLDG_20029,Building Automation System,16500.0,4200.0,3.93,10.34,Critical,Medium
REC_1610,BLDG_24276,Solar Panel Installation,83600.0,4200.0,19.9,16.6,Low,Medium
REC_1611,BLDG_21807,HVAC Upgrade,73500.0,23100.0,3.18,21.21,Critical,Medium
REC_1612,BLDG_25266,Building Automation System,16500.0,5100.0,3.24,11.75,Critical,Medium
REC_1613,BLDG_25243,Insulation Improvement,28200.0,3900.0,7.23,12.43,High,Medium
REC_1614,BLDG_20094,HVAC Upgrade,275600.0,59900.0,4.6,19.18,High,Medium
REC_1615,BLDG_25671,Solar Panel Installation,74200.0,3600.0,20.61,26.35,Low,Medium
REC_1616,BLDG_26210,LED Lighting Retrofit,11500.0,4300.0,2.67,9.86,Critical,Low
REC_1617,BLDG_27216,Water Efficiency Upgrade,9400.0,4200.0,2.24,2.45,Critical,Low
REC_1618,BLDG_23836,Deep Energy Retrofit,161700.0,22900.0,7.06,32.37,High,High
REC_1619,BLDG_21871,LED Lighting Retrofit,13000.0,6900.0,1.88,11.79,Critical,Low
REC_1620,BLDG_20456,Solar Panel Installation,76200.0,3700.0,20.59,17.37,Low,Medium
REC_1621,BLDG_26938,Solar Panel Installation,79800.0,4000.0,19.95,19.01,Low,Medium
REC_1622,BLDG_21339,HVAC Upgrade,206400.0,23000.0,8.97,20.82,High,Medium
REC_1623,BLDG_19565,Building Automation System,18200.0,4300.0,4.23,11.22,High,Medium
REC_1624,BLDG_27300,Solar Panel Installation,246000.0,16000.0,15.38,15.15,Low,Medium
REC_1625,BLDG_26751,Water Efficiency Upgrade,10200.0,4100.0,2.49,4.4,Critical,Low
REC_1626,BLDG_27369,Window Replacement,157300.0,19100.0,8.24,12.43,High,Medium
REC_1627,BLDG_50189,Solar Panel Installation,263200.0,17300.0,15.21,20.92,Low,Medium
REC_1628,BLDG_296,Deep Energy Retrofit,297800.0,40500.0,7.35,45.63,High,High
REC_1629,BLDG_50506,LED Lighting Retrofit,14500.0,9400.0,1.54,10.12,Critical,Low
REC_1630,BLDG_50022,Water Efficiency Upgrade,8000.0,2900.0,2.76,2.61,Critical,Low
REC_1631,BLDG_50703,Building Automation System,275400.0,134600.0,2.05,13.34,Critical,Medium
REC_1632,BLDG_50862,Building Automation System,36200.0,13000.0,2.78,14.96,Critical,Medium
REC_1633,BLDG_23430,LED Lighting Retrofit,12000.0,8000.0,1.5,9.0,Critical,Low
REC_1634,BLDG_605,Solar Panel Installation,234000.0,15200.0,15.39,22.1,Low,Medium
REC_1635,BLDG_24805,LED Lighting Retrofit,11400.0,3500.0,3.26,9.57,Critical,Low
REC_1636,BLDG_20112,Building Automation System,18800.0,4200.0,4.48,10.17,High,Medium
REC_1637,BLDG_23557,Building Automation System,17600.0,5100.0,3.45,14.26,Critical,Medium
REC_1638,BLDG_25371,Water Efficiency Upgrade,9100.0,1500.0,6.07,4.5,High,Low
REC_1639,BLDG_27602,Building Automation System,42400.0,13600.0,3.12,12.56,Critical,Medium
REC_1640,BLDG_50333,LED Lighting Retrofit,69200.0,85500.0,0.81,9.26,Critical,Low
REC_1641,BLDG_50019,Building Automation System,20200.0,7400.0,2.73,15.71,Critical,Medium
REC_1642,BLDG_25410,Deep Energy Retrofit,839100.0,174200.0,4.82,36.46,Critical,High
REC_1643,BLDG_50181,Building Automation System,26800.0,12300.0,2.18,14.53,Critical,Medium
REC_1644,BLDG_24216,LED Lighting Retrofit,11100.0,6900.0,1.61,9.0,Critical,Low
REC_1645,BLDG_19454,Building Automation System,25400.0,7900.0,3.22,12.21,Critical,Medium
REC_1646,BLDG_19905,Building Automation System,16400.0,6000.0,2.73,13.09,Critical,Medium
REC_1647,BLDG_22194,Water Efficiency Upgrade,12100.0,5300.0,2.28,4.19,Critical,Low
REC_1648,BLDG_50240,Solar Panel Installation,432400.0,29500.0,14.66,26.22,Low,Medium
REC_1649,BLDG_50430,Building Automation System,56900.0,17300.0,3.29,10.97,Critical,Medium
